"$R1 [mm]","$R2 [mm]","$R3 [mm]","$R4 [mm]","Freq [GHz]","dB(St(1,1)) []"
0.8,1.05,1.75,2,27.41,-1.91561734890913
0.8,1.05,1.75,2,27.42,-1.91858426744941
0.8,1.05,1.75,2,27.43,-1.92157291701696
0.8,1.05,1.75,2,27.44,-1.92458319590842
0.8,1.05,1.75,2,27.45,-1.92761500698539
0.8,1.05,1.75,2,27.46,-1.93066825766324
0.8,1.05,1.75,2,27.47,-1.93374285989901
0.8,1.05,1.75,2,27.48,-1.93683873017838
0.8,1.05,1.75,2,27.49,-1.93995578950183
0.8,1.05,1.75,2,27.5,-1.94309396336995
0.8,1.05,1.75,2,27.51,-1.94625318176811
0.8,1.05,1.75,2,27.52,-1.94943337915028
0.8,1.05,1.75,2,27.53,-1.95263449442241
0.8,1.05,1.75,2,27.54,-1.95585647092502
0.8,1.05,1.75,2,27.55,-1.95909925641544
0.8,1.05,1.75,2,27.56,-1.96236280304941
0.8,1.05,1.75,2,27.57,-1.96564706736232
0.8,1.05,1.75,2,27.58,-1.96895201025009
0.8,1.05,1.75,2,27.59,-1.9722775969496
0.8,1.05,1.75,2,27.6,-1.97562379701896
0.8,1.05,1.75,2,27.61,-1.97899058431745
0.8,1.05,1.75,2,27.62,-1.98237793698525
0.8,1.05,1.75,2,27.63,-1.98578583742308
0.8,1.05,1.75,2,27.64,-1.98921427227166
0.8,1.05,1.75,2,27.65,-1.99266323239115
0.8,1.05,1.75,2,27.66,-1.99613271284053
0.8,1.05,1.75,2,27.67,-1.99962271285698
0.8,1.05,1.75,2,27.68,-2.00313323583537
0.8,1.05,1.75,2,27.69,-2.00666428930775
0.8,1.05,1.75,2,27.7,-2.01021588492302
0.8,1.05,1.75,2,27.71,-2.01378803842678
0.8,1.05,1.75,2,27.72,-2.01738076964131
0.8,1.05,1.75,2,27.73,-2.0209941024458
0.8,1.05,1.75,2,27.74,-2.02462806475689
0.8,1.05,1.75,2,27.75,-2.02828268850944
0.8,1.05,1.75,2,27.76,-2.03195800963762
0.8,1.05,1.75,2,27.77,-2.03565406805637
0.8,1.05,1.75,2,27.78,-2.03937090764329
0.8,1.05,1.75,2,27.79,-2.04310857622079
0.8,1.05,1.75,2,27.8,-2.04686712553883
0.8,1.05,1.75,2,27.81,-2.05064661125797
0.8,1.05,1.75,2,27.82,-2.05444709293303
0.8,1.05,1.75,2,27.83,-2.05826863399711
0.8,1.05,1.75,2,27.84,-2.06211130174626
0.8,1.05,1.75,2,27.85,-2.06597516732458
0.8,1.05,1.75,2,27.86,-2.06986030570995
0.8,1.05,1.75,2,27.87,-2.07376679570028
0.8,1.05,1.75,2,27.88,-2.07769471990044
0.8,1.05,1.75,2,27.89,-2.0816441647097
0.8,1.05,1.75,2,27.9,-2.08561522030985
0.8,1.05,1.75,2,27.91,-2.08960798065396
0.8,1.05,1.75,2,27.92,-2.09362254345577
0.8,1.05,1.75,2,27.93,-2.09765901017978
0.8,1.05,1.75,2,27.94,-2.10171748603202
0.8,1.05,1.75,2,27.95,-2.10579807995145
0.8,1.05,1.75,2,27.96,-2.10990090460214
0.8,1.05,1.75,2,27.97,-2.11402607636615
0.8,1.05,1.75,2,27.98,-2.11817371533705
0.8,1.05,1.75,2,27.99,-2.12234394531432
0.8,1.05,1.75,2,28,-2.12653689379833
0.8,1.05,1.75,2,28.01,-2.13075269198622
0.8,1.05,1.75,2,28.02,-2.1349914747684
0.8,1.05,1.75,2,28.03,-2.13925338072587
0.8,1.05,1.75,2,28.04,-2.14353855212836
0.8,1.05,1.75,2,28.05,-2.14784713493315
0.8,1.05,1.75,2,28.06,-2.1521792787847
0.8,1.05,1.75,2,28.07,-2.15653513701511
0.8,1.05,1.75,2,28.08,-2.16091486664531
0.8,1.05,1.75,2,28.09,-2.16531862838706
0.8,1.05,1.75,2,28.1,-2.16974658664572
0.8,1.05,1.75,2,28.11,-2.17419890952386
0.8,1.05,1.75,2,28.12,-2.17867576882568
0.8,1.05,1.75,2,28.13,-2.18317734006212
0.8,1.05,1.75,2,28.14,-2.1877038024569
0.8,1.05,1.75,2,28.15,-2.19225533895334
0.8,1.05,1.75,2,28.16,-2.19683213622187
0.8,1.05,1.75,2,28.17,-2.20143438466854
0.8,1.05,1.75,2,28.18,-2.20606227844413
0.8,1.05,1.75,2,28.19,-2.21071601545423
0.8,1.05,1.75,2,28.2,-2.21539579737003
0.8,1.05,1.75,2,28.21,-2.22010182963996
0.8,1.05,1.75,2,28.22,-2.22483432150208
0.8,1.05,1.75,2,28.23,-2.22959348599737
0.8,1.05,1.75,2,28.24,-2.23437953998367
0.8,1.05,1.75,2,28.25,-2.2391927041506
0.8,1.05,1.75,2,28.26,-2.24403320303513
0.8,1.05,1.75,2,28.27,-2.24890126503798
0.8,1.05,1.75,2,28.28,-2.25379712244091
0.8,1.05,1.75,2,28.29,-2.25872101142464
0.8,1.05,1.75,2,28.3,-2.26367317208764
0.8,1.05,1.75,2,28.31,-2.26865384846575
0.8,1.05,1.75,2,28.32,-2.27366328855249
0.8,1.05,1.75,2,28.33,-2.27870174432018
0.8,1.05,1.75,2,28.34,-2.28376947174182
0.8,1.05,1.75,2,28.35,-2.28886673081379
0.8,1.05,1.75,2,28.36,-2.29399378557922
0.8,1.05,1.75,2,28.37,-2.29915090415219
0.8,1.05,1.75,2,28.38,-2.30433835874265
0.8,1.05,1.75,2,28.39,-2.30955642568211
0.8,1.05,1.75,2,28.4,-2.31480538545001
0.8,1.05,1.75,2,28.41,-2.32008552270092
0.8,1.05,1.75,2,28.42,-2.32539712629237
0.8,1.05,1.75,2,28.43,-2.33074048931344
0.8,1.05,1.75,2,28.44,-2.3361159091141
0.8,1.05,1.75,2,28.45,-2.34152368733523
0.8,1.05,1.75,2,28.46,-2.34696412993925
0.8,1.05,1.75,2,28.47,-2.35243754724161
0.8,1.05,1.75,2,28.48,-2.35794425394283
0.8,1.05,1.75,2,28.49,-2.36348456916127
0.8,1.05,1.75,2,28.5,-2.36905881646649
0.8,1.05,1.75,2,28.51,-2.37466732391341
0.8,1.05,1.75,2,28.52,-2.38031042407695
0.8,1.05,1.75,2,28.53,-2.38598845408739
0.8,1.05,1.75,2,28.54,-2.39170175566637
0.8,1.05,1.75,2,28.55,-2.39745067516339
0.8,1.05,1.75,2,28.56,-2.40323556359307
0.8,1.05,1.75,2,28.57,-2.40905677667282
0.8,1.05,1.75,2,28.58,-2.41491467486122
0.8,1.05,1.75,2,28.59,-2.42080962339687
0.8,1.05,1.75,2,28.6,-2.42674199233785
0.8,1.05,1.75,2,28.61,-2.43271215660161
0.8,1.05,1.75,2,28.62,-2.4387204960055
0.8,1.05,1.75,2,28.63,-2.44476739530768
0.8,1.05,1.75,2,28.64,-2.45085324424855
0.8,1.05,1.75,2,28.65,-2.45697843759268
0.8,1.05,1.75,2,28.66,-2.4631433751711
0.8,1.05,1.75,2,28.67,-2.46934846192409
0.8,1.05,1.75,2,28.68,-2.47559410794428
0.8,1.05,1.75,2,28.69,-2.48188072852023
0.8,1.05,1.75,2,28.7,-2.48820874418029
0.8,1.05,1.75,2,28.71,-2.49457858073682
0.8,1.05,1.75,2,28.72,-2.50099066933073
0.8,1.05,1.75,2,28.73,-2.50744544647625
0.8,1.05,1.75,2,28.74,-2.51394335410603
0.8,1.05,1.75,2,28.75,-2.52048483961642
0.8,1.05,1.75,2,28.76,-2.52707035591297
0.8,1.05,1.75,2,28.77,-2.53370036145604
0.8,1.05,1.75,2,28.78,-2.54037532030668
0.8,1.05,1.75,2,28.79,-2.54709570217245
0.8,1.05,1.75,2,28.8,-2.55386198245344
0.8,1.05,1.75,2,28.81,-2.56067464228825
0.8,1.05,1.75,2,28.82,-2.5675341686
0.8,1.05,1.75,2,28.83,-2.5744410541423
0.8,1.05,1.75,2,28.84,-2.58139579754513
0.8,1.05,1.75,2,28.85,-2.58839890336054
0.8,1.05,1.75,2,28.86,-2.59545088210834
0.8,1.05,1.75,2,28.87,-2.60255225032138
0.8,1.05,1.75,2,28.88,-2.6097035305907
0.8,1.05,1.75,2,28.89,-2.61690525161034
0.8,1.05,1.75,2,28.9,-2.62415794822175
0.8,1.05,1.75,2,28.91,-2.63146216145787
0.8,1.05,1.75,2,28.92,-2.63881843858662
0.8,1.05,1.75,2,28.93,-2.64622733315393
0.8,1.05,1.75,2,28.94,-2.65368940502623
0.8,1.05,1.75,2,28.95,-2.66120522043217
0.8,1.05,1.75,2,28.96,-2.66877535200371
0.8,1.05,1.75,2,28.97,-2.67640037881639
0.8,1.05,1.75,2,28.98,-2.68408088642877
0.8,1.05,1.75,2,28.99,-2.69181746692089
0.8,1.05,1.75,2,29,-2.69961071893176
0.8,1.05,1.75,2,29.01,-2.70746124769578
0.8,1.05,1.75,2,29.02,-2.71536966507797
0.8,1.05,1.75,2,29.03,-2.72333658960794
0.8,1.05,1.75,2,29.04,-2.73136264651252
0.8,1.05,1.75,2,29.05,-2.739448467747
0.8,1.05,1.75,2,29.06,-2.74759469202477
0.8,1.05,1.75,2,29.07,-2.75580196484542
0.8,1.05,1.75,2,29.08,-2.76407093852099
0.8,1.05,1.75,2,29.09,-2.77240227220054
0.8,1.05,1.75,2,29.1,-2.78079663189261
0.8,1.05,1.75,2,29.11,-2.78925469048577
0.8,1.05,1.75,2,29.12,-2.79777712776684
0.8,1.05,1.75,2,29.13,-2.80636463043694
0.8,1.05,1.75,2,29.14,-2.81501789212506
0.8,1.05,1.75,2,29.15,-2.823737613399
0.8,1.05,1.75,2,29.16,-2.83252450177373
0.8,1.05,1.75,2,29.17,-2.84137927171686
0.8,1.05,1.75,2,29.18,-2.85030264465107
0.8,1.05,1.75,2,29.19,-2.85929534895348
0.8,1.05,1.75,2,29.2,-2.86835811995171
0.8,1.05,1.75,2,29.21,-2.87749169991643
0.8,1.05,1.75,2,29.22,-2.88669683805037
0.8,1.05,1.75,2,29.23,-2.89597429047348
0.8,1.05,1.75,2,29.24,-2.90532482020411
0.8,1.05,1.75,2,29.25,-2.91474919713605
0.8,1.05,1.75,2,29.26,-2.92424819801126
0.8,1.05,1.75,2,29.27,-2.93382260638793
0.8,1.05,1.75,2,29.28,-2.94347321260396
0.8,1.05,1.75,2,29.29,-2.95320081373529
0.8,1.05,1.75,2,29.3,-2.96300621354924
0.8,1.05,1.75,2,29.31,-2.97289022245232
0.8,1.05,1.75,2,29.32,-2.98285365743245
0.8,1.05,1.75,2,29.33,-2.99289734199531
0.8,1.05,1.75,2,29.34,-3.00302210609461
0.8,1.05,1.75,2,29.35,-3.01322878605591
0.8,1.05,1.75,2,29.36,-3.02351822449395
0.8,1.05,1.75,2,29.37,-3.03389127022293
0.8,1.05,1.75,2,29.38,-3.0443487781598
0.8,1.05,1.75,2,29.39,-3.05489160921992
0.8,1.05,1.75,2,29.4,-3.06552063020516
0.8,1.05,1.75,2,29.41,-3.07623671368379
0.8,1.05,1.75,2,29.42,-3.08704073786223
0.8,1.05,1.75,2,29.43,-3.0979335864479
0.8,1.05,1.75,2,29.44,-3.10891614850332
0.8,1.05,1.75,2,29.45,-3.11998931829073
0.8,1.05,1.75,2,29.46,-3.13115399510716
0.8,1.05,1.75,2,29.47,-3.14241108310945
0.8,1.05,1.75,2,29.48,-3.15376149112889
0.8,1.05,1.75,2,29.49,-3.16520613247521
0.8,1.05,1.75,2,29.5,-3.17674592472938
0.8,1.05,1.75,2,29.51,-3.18838178952498
0.8,1.05,1.75,2,29.52,-3.20011465231769
0.8,1.05,1.75,2,29.53,-3.21194544214246
0.8,1.05,1.75,2,29.54,-3.22387509135806
0.8,1.05,1.75,2,29.55,-3.23590453537844
0.8,1.05,1.75,2,29.56,-3.24803471239061
0.8,1.05,1.75,2,29.57,-3.26026656305857
0.8,1.05,1.75,2,29.58,-3.27260103021278
0.8,1.05,1.75,2,29.59,-3.28503905852475
0.8,1.05,1.75,2,29.6,-3.29758159416639
0.8,1.05,1.75,2,29.61,-3.31022958445346
0.8,1.05,1.75,2,29.62,-3.32298397747286
0.8,1.05,1.75,2,29.63,-3.3358457216931
0.8,1.05,1.75,2,29.64,-3.34881576555754
0.8,1.05,1.75,2,29.65,-3.36189505705996
0.8,1.05,1.75,2,29.66,-3.37508454330179
0.8,1.05,1.75,2,29.67,-3.38838517003071
0.8,1.05,1.75,2,29.68,-3.40179788115993
0.8,1.05,1.75,2,29.69,-3.41532361826772
0.8,1.05,1.75,2,29.7,-3.42896332007663
0.8,1.05,1.75,2,29.71,-3.44271792191203
0.8,1.05,1.75,2,29.72,-3.45658835513904
0.8,1.05,1.75,2,29.73,-3.47057554657792
0.8,1.05,1.75,2,29.74,-3.48468041789678
0.8,1.05,1.75,2,29.75,-3.4989038849816
0.8,1.05,1.75,2,29.76,-3.5132468572826
0.8,1.05,1.75,2,29.77,-3.52771023713681
0.8,1.05,1.75,2,29.78,-3.54229491906599
0.8,1.05,1.75,2,29.79,-3.55700178904964
0.8,1.05,1.75,2,29.8,-3.57183172377243
0.8,1.05,1.75,2,29.81,-3.58678558984564
0.8,1.05,1.75,2,29.82,-3.60186424300196
0.8,1.05,1.75,2,29.83,-3.61706852726344
0.8,1.05,1.75,2,29.84,-3.63239927408174
0.8,1.05,1.75,2,29.85,-3.64785730145069
0.8,1.05,1.75,2,29.86,-3.66344341299015
0.8,1.05,1.75,2,29.87,-3.67915839700129
0.8,1.05,1.75,2,29.88,-3.69500302549249
0.8,1.05,1.75,2,29.89,-3.7109780531757
0.8,1.05,1.75,2,29.9,-3.72708421643272
0.8,1.05,1.75,2,29.91,-3.74332223225128
0.8,1.05,1.75,2,29.92,-3.75969279713041
0.8,1.05,1.75,2,29.93,-3.77619658595492
0.8,1.05,1.75,2,29.94,-3.79283425083877
0.8,1.05,1.75,2,29.95,-3.80960641993711
0.8,1.05,1.75,2,29.96,-3.82651369622676
0.8,1.05,1.75,2,29.97,-3.84355665625517
0.8,1.05,1.75,2,29.98,-3.8607358488576
0.8,1.05,1.75,2,29.99,-3.87805179384271
0.8,1.05,1.75,2,30,-3.89550498064644
0.8,1.05,1.75,2,30.01,-3.91309586695435
0.8,1.05,1.75,2,30.02,-3.93082487729258
0.8,1.05,1.75,2,30.03,-3.94869240158764
0.8,1.05,1.75,2,30.04,-3.9666987936954
0.8,1.05,1.75,2,30.05,-3.98484436989953
0.8,1.05,1.75,2,30.06,-4.00312940737999
0.8,1.05,1.75,2,30.07,-4.02155414265208
0.8,1.05,1.75,2,30.08,-4.04011876997657
0.8,1.05,1.75,2,30.09,-4.05882343974185
0.8,1.05,1.75,2,30.1,-4.07766825681879
0.8,1.05,1.75,2,30.11,-4.09665327888918
0.8,1.05,1.75,2,30.12,-4.11577851474918
0.8,1.05,1.75,2,30.13,-4.13504392258836
0.8,1.05,1.75,2,30.14,-4.1544494082462
0.8,1.05,1.75,2,30.15,-4.17399482344704
0.8,1.05,1.75,2,30.16,-4.19367996401541
0.8,1.05,1.75,2,30.17,-4.21350456807297
0.8,1.05,1.75,2,30.18,-4.23346831421946
0.8,1.05,1.75,2,30.19,-4.25357081969914
0.8,1.05,1.75,2,30.2,-4.27381163855523
0.8,1.05,1.75,2,30.21,-4.29419025977444
0.8,1.05,1.75,2,30.22,-4.31470610542418
0.8,1.05,1.75,2,30.23,-4.3353585287851
0.8,1.05,1.75,2,30.24,-4.35614681248176
0.8,1.05,1.75,2,30.25,-4.37707016661436
0.8,1.05,1.75,2,30.26,-4.39812772689502
0.8,1.05,1.75,2,30.27,-4.41931855279159
0.8,1.05,1.75,2,30.28,-4.44064162568302
0.8,1.05,1.75,2,30.29,-4.46209584702969
0.8,1.05,1.75,2,30.3,-4.48368003656304
0.8,1.05,1.75,2,30.31,-4.50539293049847
0.8,1.05,1.75,2,30.32,-4.52723317977611
0.8,1.05,1.75,2,30.33,-4.54919934833389
0.8,1.05,1.75,2,30.34,-4.57128991141803
0.8,1.05,1.75,2,30.35,-4.59350325393579
0.8,1.05,1.75,2,30.36,-4.61583766885586
0.8,1.05,1.75,2,30.37,-4.63829135566192
0.8,1.05,1.75,2,30.38,-4.66086241886499
0.8,1.05,1.75,2,30.39,-4.68354886658066
0.8,1.05,1.75,2,30.4,-4.70634860917713
0.8,1.05,1.75,2,30.41,-4.72925945800063
0.8,1.05,1.75,2,30.42,-4.75227912418455
0.8,1.05,1.75,2,30.43,-4.77540521754915
0.8,1.05,1.75,2,30.44,-4.79863524559883
0.8,1.05,1.75,2,30.45,-4.82196661262383
0.8,1.05,1.75,2,30.46,-4.8453966189139
0.8,1.05,1.75,2,30.47,-4.86892246009115
0.8,1.05,1.75,2,30.48,-4.89254122656984
0.8,1.05,1.75,2,30.49,-4.91624990315053
0.8,1.05,1.75,2,30.5,-4.94004536875675
0.8,1.05,1.75,2,30.51,-4.96392439632176
0.8,1.05,1.75,2,30.52,-4.98788365283355
0.8,1.05,1.75,2,30.53,-5.01191969954598
0.8,1.05,1.75,2,30.54,-5.03602899236438
0.8,1.05,1.75,2,30.55,-5.0602078824132
0.8,1.05,1.75,2,30.56,-5.08445261679424
0.8,1.05,1.75,2,30.57,-5.10875933954301
0.8,1.05,1.75,2,30.58,-5.13312409279147
0.8,1.05,1.75,2,30.59,-5.1575428181447
0.8,1.05,1.75,2,30.6,-5.18201135827924
0.8,1.05,1.75,2,30.61,-5.20652545877055
0.8,1.05,1.75,2,30.62,-5.23108077015685
0.8,1.05,1.75,2,30.63,-5.25567285024628
0.8,1.05,1.75,2,30.64,-5.28029716667413
0.8,1.05,1.75,2,30.65,-5.3049490997165
0.8,1.05,1.75,2,30.66,-5.32962394536638
0.8,1.05,1.75,2,30.67,-5.35431691867756
0.8,1.05,1.75,2,30.68,-5.37902315738194
0.8,1.05,1.75,2,30.69,-5.40373772578424
0.8,1.05,1.75,2,30.7,-5.42845561893874
0.8,1.05,1.75,2,30.71,-5.45317176711106
0.8,1.05,1.75,2,30.72,-5.47788104052823
0.8,1.05,1.75,2,30.73,-5.50257825441894
0.8,1.05,1.75,2,30.74,-5.52725817434563
0.8,1.05,1.75,2,30.75,-5.55191552182894
0.8,1.05,1.75,2,30.76,-5.57654498026461
0.8,1.05,1.75,2,30.77,-5.60114120113186
0.8,1.05,1.75,2,30.78,-5.62569881049133
0.8,1.05,1.75,2,30.79,-5.65021241577024
0.8,1.05,1.75,2,30.8,-5.67467661283077
0.8,1.05,1.75,2,30.81,-5.69908599331753
0.8,1.05,1.75,2,30.82,-5.72343515227826
0.8,1.05,1.75,2,30.83,-5.74771869605152
0.8,1.05,1.75,2,30.84,-5.77193125041378
0.8,1.05,1.75,2,30.85,-5.79606746897741
0.8,1.05,1.75,2,30.86,-5.82012204183018
0.8,1.05,1.75,2,30.87,-5.84408970440568
0.8,1.05,1.75,2,30.88,-5.86796524657324
0.8,1.05,1.75,2,30.89,-5.89174352193493
0.8,1.05,1.75,2,30.9,-5.91541945731621
0.8,1.05,1.75,2,30.91,-5.93898806243597
0.8,1.05,1.75,2,30.92,-5.96244443974072
0.8,1.05,1.75,2,30.93,-5.98578379438707
0.8,1.05,1.75,2,30.94,-6.00900144435553
0.8,1.05,1.75,2,30.95,-6.03209283067824
0.8,1.05,1.75,2,30.96,-6.05505352776259
0.8,1.05,1.75,2,30.97,-6.07787925379166
0.8,1.05,1.75,2,30.98,-6.10056588118272
0.8,1.05,1.75,2,30.99,-6.12310944708382
0.8,1.05,1.75,2,31,-6.14550616388872
0.8,1.05,1.75,2,31.01,-6.16775242975005
0.8,1.05,1.75,2,31.02,-6.18984483907039
0.8,1.05,1.75,2,31.03,-6.21178019295118
0.8,1.05,1.75,2,31.04,-6.23355550957941
0.8,1.05,1.75,2,31.05,-6.25516803453227
0.8,1.05,1.75,2,31.06,-6.2766152509805
0.8,1.05,1.75,2,31.07,-6.29789488977149
0.8,1.05,1.75,2,31.08,-6.31900493937409
0.8,1.05,1.75,2,31.09,-6.33994365566782
0.8,1.05,1.75,2,31.1,-6.36070957156003
0.8,1.05,1.75,2,31.11,-6.38130150641577
0.8,1.05,1.75,2,31.12,-6.40171857528653
0.8,1.05,1.75,2,31.13,-6.42196019792501
0.8,1.05,1.75,2,31.14,-6.44202610757509
0.8,1.05,1.75,2,31.15,-6.46191635952757
0.8,1.05,1.75,2,31.16,-6.48163133943408
0.8,1.05,1.75,2,31.17,-6.50117177137393
0.8,1.05,1.75,2,31.18,-6.52053872567015
0.8,1.05,1.75,2,31.19,-6.53973362645397
0.8,1.05,1.75,2,31.2,-6.55875825897876
0.8,1.05,1.75,2,31.21,-6.57761477668756
0.8,1.05,1.75,2,31.22,-6.59630570804049
0.8,1.05,1.75,2,31.23,-6.6148339631119
0.8,1.05,1.75,2,31.24,-6.63320283996905
0.8,1.05,1.75,2,31.25,-6.65141603084835
0.8,1.05,1.75,2,31.26,-6.66947762814773
0.8,1.05,1.75,2,31.27,-6.68739213025729
0.8,1.05,1.75,2,31.28,-6.70516444725414
0.8,1.05,1.75,2,31.29,-6.72279990649081
0.8,1.05,1.75,2,31.3,-6.74030425811069
0.8,1.05,1.75,2,31.31,-6.75768368052809
0.8,1.05,1.75,2,31.32,-6.77494478591454
0.8,1.05,1.75,2,31.33,-6.79209462573789
0.8,1.05,1.75,2,31.34,-6.80914069640515
0.8,1.05,1.75,2,31.35,-6.82609094506526
0.8,1.05,1.75,2,31.36,-6.84295377563349
0.8,1.05,1.75,2,31.37,-6.85973805510438
0.8,1.05,1.75,2,31.38,-6.87645312022693
0.8,1.05,1.75,2,31.39,-6.89310878462173
0.8,1.05,1.75,2,31.4,-6.90971534642725
0.8,1.05,1.75,2,31.41,-6.92628359656983
0.8,1.05,1.75,2,31.42,-6.94282482776067
0.8,1.05,1.75,2,31.43,-6.9593508443319
0.8,1.05,1.75,2,31.44,-6.97587397303424
0.8,1.05,1.75,2,31.45,-6.99240707492927
0.8,1.05,1.75,2,31.46,-7.00896355852239
0.8,1.05,1.75,2,31.47,-7.02555739429527
0.8,1.05,1.75,2,31.48,-7.04220313081221
0.8,1.05,1.75,2,31.49,-7.05891591259176
0.8,1.05,1.75,2,31.5,-7.07571149995346
0.8,1.05,1.75,2,31.51,-7.09260629107119
0.8,1.05,1.75,2,31.52,-7.10961734648822
0.8,1.05,1.75,2,31.53,-7.12676241637613
0.8,1.05,1.75,2,31.54,-7.1440599708501
0.8,1.05,1.75,2,31.55,-7.16152923368768
0.8,1.05,1.75,2,31.56,-7.1791902198368
0.8,1.05,1.75,2,31.57,-7.1970637771438
0.8,1.05,1.75,2,31.58,-7.21517163278213
0.8,1.05,1.75,2,31.59,-7.23353644492027
0.8,1.05,1.75,2,31.6,-7.25218186023303
0.8,1.05,1.75,2,31.61,-7.27113257793538
0.8,1.05,1.75,2,31.62,-7.29041442110402
0.8,1.05,1.75,2,31.63,-7.3100544161502
0.8,1.05,1.75,2,31.64,-7.3300808814207
0.8,1.05,1.75,2,31.65,-7.35052352603355
0.8,1.05,1.75,2,31.66,-7.37141356020483
0.8,1.05,1.75,2,31.67,-7.3927838184955
0.8,1.05,1.75,2,31.68,-7.41466889760647
0.8,1.05,1.75,2,31.69,-7.43710531057989
0.8,1.05,1.75,2,31.7,-7.46013165953215
0.8,1.05,1.75,2,31.71,-7.48378882935256
0.8,1.05,1.75,2,31.72,-7.50812020516103
0.8,1.05,1.75,2,31.73,-7.53317191673589
0.8,1.05,1.75,2,31.74,-7.55899311360861
0.8,1.05,1.75,2,31.75,-7.58563627509015
0.8,1.05,1.75,2,31.76,-7.6131575601556
0.8,1.05,1.75,2,31.77,-7.64161720288809
0.8,1.05,1.75,2,31.78,-7.67107996009112
0.8,1.05,1.75,2,31.79,-7.70161561874022
0.8,1.05,1.75,2,31.8,-7.7332995721947
0.8,1.05,1.75,2,31.81,-7.76621347555554
0.8,1.05,1.75,2,31.82,-7.80044599228093
0.8,1.05,1.75,2,31.83,-7.83609364619947
0.8,1.05,1.75,2,31.84,-7.87326179545128
0.8,1.05,1.75,2,31.85,-7.91206574769947
0.8,1.05,1.75,2,31.86,-7.95263203926736
0.8,1.05,1.75,2,31.87,-7.99509990475322
0.8,1.05,1.75,2,31.88,-8.0396229682533
0.8,1.05,1.75,2,31.89,-8.08637119269488
0.8,1.05,1.75,2,31.9,-8.13553313006156
0.8,1.05,1.75,2,31.91,-8.18731852260778
0.8,1.05,1.75,2,31.92,-8.24196131362983
0.8,1.05,1.75,2,31.93,-8.29972313608874
0.8,1.05,1.75,2,31.94,-8.36089735842952
0.8,1.05,1.75,2,31.95,-8.42581377928939
0.8,1.05,1.75,2,31.96,-8.49484407626828
0.8,1.05,1.75,2,31.97,-8.56840812813462
0.8,1.05,1.75,2,31.98,-8.64698134394144
0.8,1.05,1.75,2,31.99,-8.73110314507109
0.8,1.05,1.75,2,32,-8.8213867547422
0.8,1.05,1.75,2,32.01,-8.91853044995715
0.8,1.05,1.75,2,32.02,-9.02333041679422
0.8,1.05,1.75,2,32.03,-9.13669531123436
0.8,1.05,1.75,2,32.04,-9.25966254868536
0.8,1.05,1.75,2,32.05,-9.39341620203337
0.8,1.05,1.75,2,32.06,-9.53930614401645
0.8,1.05,1.75,2,32.07,-9.69886767032337
0.8,1.05,1.75,2,32.08,-9.87384020374961
0.8,1.05,1.75,2,32.09,-10.0661826874129
0.8,1.05,1.75,2,32.1,-10.2780817530368
0.8,1.05,1.75,2,32.11,-10.5119464521232
0.8,1.05,1.75,2,32.12,-10.770379923223
0.8,1.05,1.75,2,32.13,-11.0561133910856
0.8,1.05,1.75,2,32.14,-11.3718808226032
0.8,1.05,1.75,2,32.15,-11.7202029098277
0.8,1.05,1.75,2,32.16,-12.1030367516566
0.8,1.05,1.75,2,32.17,-12.5212340527003
0.8,1.05,1.75,2,32.18,-12.9737410662246
0.8,1.05,1.75,2,32.19,-13.4564818095817
0.8,1.05,1.75,2,32.2,-13.9609231070476
0.8,1.05,1.75,2,32.21,-14.4724812863032
0.8,1.05,1.75,2,32.22,-14.9692635258787
0.8,1.05,1.75,2,32.23,-15.4221364521789
0.8,1.05,1.75,2,32.24,-15.7974905144691
0.8,1.05,1.75,2,32.25,-16.0635656507985
0.8,1.05,1.75,2,32.26,-16.1991110032937
0.8,1.05,1.75,2,32.27,-16.2003993334294
0.8,1.05,1.75,2,32.28,-16.082275018862
0.8,1.05,1.75,2,32.29,-15.8725702316608
0.8,1.05,1.75,2,32.3,-15.6035540968624
0.8,1.05,1.75,2,32.31,-15.3048362590623
0.8,1.05,1.75,2,32.32,-14.9997103226876
0.8,1.05,1.75,2,32.33,-14.7044724522886
0.8,1.05,1.75,2,32.34,-14.4293719208884
0.8,1.05,1.75,2,32.35,-14.1800868093984
0.8,1.05,1.75,2,32.36,-13.9591286521358
0.8,1.05,1.75,2,32.37,-13.7669592309387
0.8,1.05,1.75,2,32.38,-13.6027978703738
0.8,1.05,1.75,2,32.39,-13.4651711522158
0.8,1.05,1.75,2,32.4,-13.3522711629392
0.8,1.05,1.75,2,32.41,-13.2621800151216
0.8,1.05,1.75,2,32.42,-13.1930045760443
0.8,1.05,1.75,2,32.43,-13.1429526019201
0.8,1.05,1.75,2,32.44,-13.1103715673522
0.8,1.05,1.75,2,32.45,-13.0937643501358
0.8,1.05,1.75,2,32.46,-13.0917910152684
0.8,1.05,1.75,2,32.47,-13.1032626370982
0.8,1.05,1.75,2,32.48,-13.127130913445
0.8,1.05,1.75,2,32.49,-13.1624758982386
0.8,1.05,1.75,2,32.5,-13.2084932564893
0.8,1.05,1.75,2,32.51,-13.264481854994
0.8,1.05,1.75,2,32.52,-13.3298321289381
0.8,1.05,1.75,2,32.53,-13.4040154322657
0.8,1.05,1.75,2,32.54,-13.4865744382624
0.8,1.05,1.75,2,32.55,-13.5771145734512
0.8,1.05,1.75,2,32.56,-13.675296421287
0.8,1.05,1.75,2,32.57,-13.7808290083984
