"$R1 [mm]","$R2 [mm]","$R3 [mm]","$R4 [mm]","Freq [GHz]","dB(St(1,1)) []"
0.8,1.05,1.75,2,22.25,-2.65999772800915
0.8,1.05,1.75,2,22.26,-2.65318317386624
0.8,1.05,1.75,2,22.27,-2.64646887175107
0.8,1.05,1.75,2,22.28,-2.63985341189783
0.8,1.05,1.75,2,22.29,-2.6333354130896
0.8,1.05,1.75,2,22.3,-2.62691352203169
0.8,1.05,1.75,2,22.31,-2.62058641274176
0.8,1.05,1.75,2,22.32,-2.61435278595598
0.8,1.05,1.75,2,22.33,-2.60821136855091
0.8,1.05,1.75,2,22.34,-2.60216091298069
0.8,1.05,1.75,2,22.35,-2.59620019672902
0.8,1.05,1.75,2,22.36,-2.59032802177558
0.8,1.05,1.75,2,22.37,-2.58454321407646
0.8,1.05,1.75,2,22.38,-2.57884462305821
0.8,1.05,1.75,2,22.39,-2.57323112112523
0.8,1.05,1.75,2,22.4,-2.5677016031799
0.8,1.05,1.75,2,22.41,-2.56225498615541
0.8,1.05,1.75,2,22.42,-2.55689020856067
0.8,1.05,1.75,2,22.43,-2.55160623003717
0.8,1.05,1.75,2,22.44,-2.54640203092731
0.8,1.05,1.75,2,22.45,-2.54127661185403
0.8,1.05,1.75,2,22.46,-2.53622899331129
0.8,1.05,1.75,2,22.47,-2.53125821526528
0.8,1.05,1.75,2,22.48,-2.52636333676592
0.8,1.05,1.75,2,22.49,-2.52154343556846
0.8,1.05,1.75,2,22.5,-2.51679760776488
0.8,1.05,1.75,2,22.51,-2.51212496742487
0.8,1.05,1.75,2,22.52,-2.50752464624605
0.8,1.05,1.75,2,22.53,-2.50299579321335
0.8,1.05,1.75,2,22.54,-2.4985375742671
0.8,1.05,1.75,2,22.55,-2.49414917197982
0.8,1.05,1.75,2,22.56,-2.48982978524127
0.8,1.05,1.75,2,22.57,-2.4855786289518
0.8,1.05,1.75,2,22.58,-2.48139493372349
0.8,1.05,1.75,2,22.59,-2.47727794558921
0.8,1.05,1.75,2,22.6,-2.47322692571904
0.8,1.05,1.75,2,22.61,-2.46924115014423
0.8,1.05,1.75,2,22.62,-2.46531990948825
0.8,1.05,1.75,2,22.63,-2.46146250870481
0.8,1.05,1.75,2,22.64,-2.4576682668228
0.8,1.05,1.75,2,22.65,-2.4539365166978
0.8,1.05,1.75,2,22.66,-2.45026660477015
0.8,1.05,1.75,2,22.67,-2.4466578908293
0.8,1.05,1.75,2,22.68,-2.44310974778439
0.8,1.05,1.75,2,22.69,-2.43962156144085
0.8,1.05,1.75,2,22.7,-2.43619273028289
0.8,1.05,1.75,2,22.71,-2.43282266526173
0.8,1.05,1.75,2,22.72,-2.42951078958943
0.8,1.05,1.75,2,22.73,-2.42625653853831
0.8,1.05,1.75,2,22.74,-2.42305935924558
0.8,1.05,1.75,2,22.75,-2.41991871052328
0.8,1.05,1.75,2,22.76,-2.41683406267334
0.8,1.05,1.75,2,22.77,-2.41380489730757
0.8,1.05,1.75,2,22.78,-2.41083070717269
0.8,1.05,1.75,2,22.79,-2.40791099597988
0.8,1.05,1.75,2,22.8,-2.40504527823925
0.8,1.05,1.75,2,22.81,-2.40223307909871
0.8,1.05,1.75,2,22.82,-2.39947393418737
0.8,1.05,1.75,2,22.83,-2.39676738946329
0.8,1.05,1.75,2,22.84,-2.39411300106553
0.8,1.05,1.75,2,22.85,-2.39151033517029
0.8,1.05,1.75,2,22.86,-2.38895896785129
0.8,1.05,1.75,2,22.87,-2.38645848494399
0.8,1.05,1.75,2,22.88,-2.38400848191386
0.8,1.05,1.75,2,22.89,-2.38160856372842
0.8,1.05,1.75,2,22.9,-2.37925834473304
0.8,1.05,1.75,2,22.91,-2.3769574485305
0.8,1.05,1.75,2,22.92,-2.37470550786404
0.8,1.05,1.75,2,22.93,-2.37250216450404
0.8,1.05,1.75,2,22.94,-2.37034706913812
0.8,1.05,1.75,2,22.95,-2.36823988126465
0.8,1.05,1.75,2,22.96,-2.36618026908959
0.8,1.05,1.75,2,22.97,-2.36416790942662
0.8,1.05,1.75,2,22.98,-2.36220248760038
0.8,1.05,1.75,2,22.99,-2.36028369735302
0.8,1.05,1.75,2,23,-2.35841124075362
0.8,1.05,1.75,2,23.01,-2.35658482811082
0.8,1.05,1.75,2,23.02,-2.35480417788831
0.8,1.05,1.75,2,23.03,-2.35306901662324
0.8,1.05,1.75,2,23.04,-2.35137907884754
0.8,1.05,1.75,2,23.05,-2.34973410701195
0.8,1.05,1.75,2,23.06,-2.34813385141292
0.8,1.05,1.75,2,23.07,-2.34657807012209
0.8,1.05,1.75,2,23.08,-2.34506652891851
0.8,1.05,1.75,2,23.09,-2.34359900122338
0.8,1.05,1.75,2,23.1,-2.34217526803745
0.8,1.05,1.75,2,23.11,-2.3407951178808
0.8,1.05,1.75,2,23.12,-2.33945834673522
0.8,1.05,1.75,2,23.13,-2.33816475798882
0.8,1.05,1.75,2,23.14,-2.33691416238321
0.8,1.05,1.75,2,23.15,-2.33570637796284
0.8,1.05,1.75,2,23.16,-2.33454123002674
0.8,1.05,1.75,2,23.17,-2.33341855108236
0.8,1.05,1.75,2,23.18,-2.33233818080178
0.8,1.05,1.75,2,23.19,-2.33129996597986
0.8,1.05,1.75,2,23.2,-2.33030376049466
0.8,1.05,1.75,2,23.21,-2.32934942526984
0.8,1.05,1.75,2,23.22,-2.32843682823905
0.8,1.05,1.75,2,23.23,-2.32756584431239
0.8,1.05,1.75,2,23.24,-2.32673635534468
0.8,1.05,1.75,2,23.25,-2.32594825010565
0.8,1.05,1.75,2,23.26,-2.32520142425201
0.8,1.05,1.75,2,23.27,-2.32449578030125
0.8,1.05,1.75,2,23.28,-2.32383122760716
0.8,1.05,1.75,2,23.29,-2.32320768233712
0.8,1.05,1.75,2,23.3,-2.32262506745095
0.8,1.05,1.75,2,23.31,-2.32208331268137
0.8,1.05,1.75,2,23.32,-2.32158235451603
0.8,1.05,1.75,2,23.33,-2.32112213618098
0.8,1.05,1.75,2,23.34,-2.32070260762553
0.8,1.05,1.75,2,23.35,-2.3203237255086
0.8,1.05,1.75,2,23.36,-2.3199854531862
0.8,1.05,1.75,2,23.37,-2.31968776070032
0.8,1.05,1.75,2,23.38,-2.31943062476885
0.8,1.05,1.75,2,23.39,-2.31921402877673
0.8,1.05,1.75,2,23.4,-2.31903796276804
0.8,1.05,1.75,2,23.41,-2.31890242343908
0.8,1.05,1.75,2,23.42,-2.31880741413233
0.8,1.05,1.75,2,23.43,-2.31875294483127
0.8,1.05,1.75,2,23.44,-2.31873903215577
0.8,1.05,1.75,2,23.45,-2.31876569935821
0.8,1.05,1.75,2,23.46,-2.3188329763201
0.8,1.05,1.75,2,23.47,-2.3189408995491
0.8,1.05,1.75,2,23.48,-2.31908951217634
0.8,1.05,1.75,2,23.49,-2.319278863954
0.8,1.05,1.75,2,23.5,-2.31950901125288
0.8,1.05,1.75,2,23.51,-2.31978001706002
0.8,1.05,1.75,2,23.52,-2.32009195097603
0.8,1.05,1.75,2,23.53,-2.32044488921221
0.8,1.05,1.75,2,23.54,-2.32083891458711
0.8,1.05,1.75,2,23.55,-2.32127411652249
0.8,1.05,1.75,2,23.56,-2.32175059103848
0.8,1.05,1.75,2,23.57,-2.32226844074772
0.8,1.05,1.75,2,23.58,-2.32282777484846
0.8,1.05,1.75,2,23.59,-2.32342870911607
0.8,1.05,1.75,2,23.6,-2.32407136589317
0.8,1.05,1.75,2,23.61,-2.32475587407786
0.8,1.05,1.75,2,23.62,-2.32548236910989
0.8,1.05,1.75,2,23.63,-2.32625099295456
0.8,1.05,1.75,2,23.64,-2.32706189408404
0.8,1.05,1.75,2,23.65,-2.32791522745582
0.8,1.05,1.75,2,23.66,-2.32881115448799
0.8,1.05,1.75,2,23.67,-2.32974984303108
0.8,1.05,1.75,2,23.68,-2.330731467336
0.8,1.05,1.75,2,23.69,-2.33175620801787
0.8,1.05,1.75,2,23.7,-2.3328242520152
0.8,1.05,1.75,2,23.71,-2.33393579254415
0.8,1.05,1.75,2,23.72,-2.33509102904734
0.8,1.05,1.75,2,23.73,-2.3362901671368
0.8,1.05,1.75,2,23.74,-2.33753341853052
0.8,1.05,1.75,2,23.75,-2.33882100098221
0.8,1.05,1.75,2,23.76,-2.34015313820352
0.8,1.05,1.75,2,23.77,-2.34153005977835
0.8,1.05,1.75,2,23.78,-2.34295200106847
0.8,1.05,1.75,2,23.79,-2.34441920310991
0.8,1.05,1.75,2,23.8,-2.34593191249934
0.8,1.05,1.75,2,23.81,-2.34749038126979
0.8,1.05,1.75,2,23.82,-2.34909486675488
0.8,1.05,1.75,2,23.83,-2.35074563144071
0.8,1.05,1.75,2,23.84,-2.35244294280465
0.8,1.05,1.75,2,23.85,-2.35418707314
0.8,1.05,1.75,2,23.86,-2.35597829936553
0.8,1.05,1.75,2,23.87,-2.357816902819
0.8,1.05,1.75,2,23.88,-2.35970316903345
0.8,1.05,1.75,2,23.89,-2.36163738749508
0.8,1.05,1.75,2,23.9,-2.36361985138165
0.8,1.05,1.75,2,23.91,-2.36565085727989
0.8,1.05,1.75,2,23.92,-2.36773070488076
0.8,1.05,1.75,2,23.93,-2.36985969665095
0.8,1.05,1.75,2,23.94,-2.3720381374792
0.8,1.05,1.75,2,23.95,-2.37426633429577
0.8,1.05,1.75,2,23.96,-2.37654459566337
0.8,1.05,1.75,2,23.97,-2.37887323133774
0.8,1.05,1.75,2,23.98,-2.38125255179602
0.8,1.05,1.75,2,23.99,-2.38368286773085
0.8,1.05,1.75,2,24,-2.38616448950813
0.8,1.05,1.75,2,24.01,-2.38869772658621
0.8,1.05,1.75,2,24.02,-2.39128288689417
0.8,1.05,1.75,2,24.03,-2.39392027616671
0.8,1.05,1.75,2,24.04,-2.39661019723298
0.8,1.05,1.75,2,24.05,-2.39935294925688
0.8,1.05,1.75,2,24.06,-2.40214882692557
0.8,1.05,1.75,2,24.07,-2.40499811958357
0.8,1.05,1.75,2,24.08,-2.40790111030895
0.8,1.05,1.75,2,24.09,-2.41085807492853
0.8,1.05,1.75,2,24.1,-2.4138692809685
0.8,1.05,1.75,2,24.11,-2.41693498653682
0.8,1.05,1.75,2,24.12,-2.42005543913361
0.8,1.05,1.75,2,24.13,-2.42323087438554
0.8,1.05,1.75,2,24.14,-2.42646151469999
0.8,1.05,1.75,2,24.15,-2.42974756783476
0.8,1.05,1.75,2,24.16,-2.43308922537865
0.8,1.05,1.75,2,24.17,-2.43648666113826
0.8,1.05,1.75,2,24.18,-2.43994002942609
0.8,1.05,1.75,2,24.19,-2.44344946324489
0.8,1.05,1.75,2,24.2,-2.44701507236283
0.8,1.05,1.75,2,24.21,-2.45063694127415
0.8,1.05,1.75,2,24.22,-2.4543151270396
0.8,1.05,1.75,2,24.23,-2.45804965700071
0.8,1.05,1.75,2,24.24,-2.46184052636213
0.8,1.05,1.75,2,24.25,-2.46568769563553
0.8,1.05,1.75,2,24.26,-2.46959108793907
0.8,1.05,1.75,2,24.27,-2.47355058614566
0.8,1.05,1.75,2,24.28,-2.47756602987374
0.8,1.05,1.75,2,24.29,-2.48163721231353
0.8,1.05,1.75,2,24.3,-2.48576387688241
0.8,1.05,1.75,2,24.31,-2.48994571370218
0.8,1.05,1.75,2,24.32,-2.49418235589173
0.8,1.05,1.75,2,24.33,-2.49847337566815
0.8,1.05,1.75,2,24.34,-2.5028182802496
0.8,1.05,1.75,2,24.35,-2.50721650755331
0.8,1.05,1.75,2,24.36,-2.51166742168236
0.8,1.05,1.75,2,24.37,-2.51617030819495
0.8,1.05,1.75,2,24.38,-2.52072436915051
0.8,1.05,1.75,2,24.39,-2.52532871792692
0.8,1.05,1.75,2,24.4,-2.52998237380418
0.8,1.05,1.75,2,24.41,-2.53468425631005
0.8,1.05,1.75,2,24.42,-2.53943317932395
0.8,1.05,1.75,2,24.43,-2.54422784493658
0.8,1.05,1.75,2,24.44,-2.54906683706332
0.8,1.05,1.75,2,24.45,-2.55394861481075
0.8,1.05,1.75,2,24.46,-2.55887150559704
0.8,1.05,1.75,2,24.47,-2.56383369802847
0.8,1.05,1.75,2,24.48,-2.56883323453566
0.8,1.05,1.75,2,24.49,-2.57386800377567
0.8,1.05,1.75,2,24.5,-2.57893573280772
0.8,1.05,1.75,2,24.51,-2.58403397905283
0.8,1.05,1.75,2,24.52,-2.58916012205064
0.8,1.05,1.75,2,24.53,-2.59431135502917
0.8,1.05,1.75,2,24.54,-2.59948467630687
0.8,1.05,1.75,2,24.55,-2.60467688054992
0.8,1.05,1.75,2,24.56,-2.60988454991122
0.8,1.05,1.75,2,24.57,-2.6151040450825
0.8,1.05,1.75,2,24.58,-2.62033149629478
0.8,1.05,1.75,2,24.59,-2.62556279430815
0.8,1.05,1.75,2,24.6,-2.6307935814365
0.8,1.05,1.75,2,24.61,-2.63601924265916
0.8,1.05,1.75,2,24.62,-2.64123489687706
0.8,1.05,1.75,2,24.63,-2.64643538837753
0.8,1.05,1.75,2,24.64,-2.65161527857885
0.8,1.05,1.75,2,24.65,-2.65676883813234
0.8,1.05,1.75,2,24.66,-2.66189003946738
0.8,1.05,1.75,2,24.67,-2.66697254987221
0.8,1.05,1.75,2,24.68,-2.67200972521087
0.8,1.05,1.75,2,24.69,-2.67699460438476
0.8,1.05,1.75,2,24.7,-2.68191990465463
0.8,1.05,1.75,2,24.71,-2.68677801794676
0.8,1.05,1.75,2,24.72,-2.69156100827437
0.8,1.05,1.75,2,24.73,-2.6962606104123
0.8,1.05,1.75,2,24.74,-2.70086822996951
0.8,1.05,1.75,2,24.75,-2.70537494500982
0.8,1.05,1.75,2,24.76,-2.70977150937596
0.8,1.05,1.75,2,24.77,-2.71404835787595
0.8,1.05,1.75,2,24.78,-2.71819561349329
0.8,1.05,1.75,2,24.79,-2.72220309678287
0.8,1.05,1.75,2,24.8,-2.72606033761393
0.8,1.05,1.75,2,24.81,-2.72975658941797
0.8,1.05,1.75,2,24.82,-2.73328084609398
0.8,1.05,1.75,2,24.83,-2.73662186171523
0.8,1.05,1.75,2,24.84,-2.7397681731707
0.8,1.05,1.75,2,24.85,-2.74270812585984
0.8,1.05,1.75,2,24.86,-2.7454299025418
0.8,1.05,1.75,2,24.87,-2.74792155541904
0.8,1.05,1.75,2,24.88,-2.75017104150981
0.8,1.05,1.75,2,24.89,-2.75216626133591
0.8,1.05,1.75,2,24.9,-2.75389510091876
0.8,1.05,1.75,2,24.91,-2.75534547704081
0.8,1.05,1.75,2,24.92,-2.75650538568912
0.8,1.05,1.75,2,24.93,-2.75736295355438
0.8,1.05,1.75,2,24.94,-2.75790649241225
0.8,1.05,1.75,2,24.95,-2.75812455616461
0.8,1.05,1.75,2,24.96,-2.75800600026756
0.8,1.05,1.75,2,24.97,-2.75754004322015
0.8,1.05,1.75,2,24.98,-2.75671632973559
0.8,1.05,1.75,2,24.99,-2.75552499516396
0.8,1.05,1.75,2,25,-2.7539567306851
0.8,1.05,1.75,2,25.01,-2.75200284874207
0.8,1.05,1.75,2,25.02,-2.74965534814176
0.8,1.05,1.75,2,25.03,-2.74690697821015
0.8,1.05,1.75,2,25.04,-2.74375130135726
0.8,1.05,1.75,2,25.05,-2.74018275338207
0.8,1.05,1.75,2,25.06,-2.73619670083143
0.8,1.05,1.75,2,25.07,-2.73178949472098
0.8,1.05,1.75,2,25.08,-2.72695851993032
0.8,1.05,1.75,2,25.09,-2.72170223960093
0.8,1.05,1.75,2,25.1,-2.71602023389288
0.8,1.05,1.75,2,25.11,-2.70991323249664
0.8,1.05,1.75,2,25.12,-2.70338314034812
0.8,1.05,1.75,2,25.13,-2.69643305605895
0.8,1.05,1.75,2,25.14,-2.68906728264849
0.8,1.05,1.75,2,25.15,-2.68129133024891
0.8,1.05,1.75,2,25.16,-2.67311191054767
0.8,1.05,1.75,2,25.17,-2.66453692283215
0.8,1.05,1.75,2,25.18,-2.65557543160648
0.8,1.05,1.75,2,25.19,-2.64623763585915
0.8,1.05,1.75,2,25.2,-2.63653483016959
0.8,1.05,1.75,2,25.21,-2.62647935794975
0.8,1.05,1.75,2,25.22,-2.61608455722166
0.8,1.05,1.75,2,25.23,-2.60536469943028
0.8,1.05,1.75,2,25.24,-2.59433492188215
0.8,1.05,1.75,2,25.25,-2.5830111544811
0.8,1.05,1.75,2,25.26,-2.57141004150217
0.8,1.05,1.75,2,25.27,-2.5595488592015
0.8,1.05,1.75,2,25.28,-2.54744543010319
0.8,1.05,1.75,2,25.29,-2.53511803483247
0.8,1.05,1.75,2,25.3,-2.52258532237867
0.8,1.05,1.75,2,25.31,-2.50986621967045
0.8,1.05,1.75,2,25.32,-2.49697984133081
0.8,1.05,1.75,2,25.33,-2.48394540045123
0.8,1.05,1.75,2,25.34,-2.47078212118323
0.8,1.05,1.75,2,25.35,-2.45750915389419
0.8,1.05,1.75,2,25.36,-2.44414549357285
0.8,1.05,1.75,2,25.37,-2.43070990210106
0.8,1.05,1.75,2,25.38,-2.41722083493307
0.8,1.05,1.75,2,25.39,-2.40369637264443
0.8,1.05,1.75,2,25.4,-2.39015415773059
0.8,1.05,1.75,2,25.41,-2.37661133695275
0.8,1.05,1.75,2,25.42,-2.3630845094467
0.8,1.05,1.75,2,25.43,-2.34958968073059
0.8,1.05,1.75,2,25.44,-2.33614222267181
0.8,1.05,1.75,2,25.45,-2.32275683940165
0.8,1.05,1.75,2,25.46,-2.30944753910066
0.8,1.05,1.75,2,25.47,-2.29622761151799
0.8,1.05,1.75,2,25.48,-2.28310961103507
0.8,1.05,1.75,2,25.49,-2.27010534503858
0.8,1.05,1.75,2,25.5,-2.2572258673286
0.8,1.05,1.75,2,25.51,-2.24448147625649
0.8,1.05,1.75,2,25.52,-2.23188171726283
0.8,1.05,1.75,2,25.53,-2.2194353894675
0.8,1.05,1.75,2,25.54,-2.20715055595246
0.8,1.05,1.75,2,25.55,-2.19503455737233
0.8,1.05,1.75,2,25.56,-2.18309402852674
0.8,1.05,1.75,2,25.57,-2.17133491753301
0.8,1.05,1.75,2,25.58,-2.15976250724566
0.8,1.05,1.75,2,25.59,-2.14838143858099
0.8,1.05,1.75,2,25.6,-2.13719573541963
0.8,1.05,1.75,2,25.61,-2.12620883077688
0.8,1.05,1.75,2,25.62,-2.11542359394928
0.8,1.05,1.75,2,25.63,-2.1048423583662
0.8,1.05,1.75,2,25.64,-2.09446694989601
0.8,1.05,1.75,2,25.65,-2.08429871537778
0.8,1.05,1.75,2,25.66,-2.07433855117118
0.8,1.05,1.75,2,25.67,-2.06458693153842
0.8,1.05,1.75,2,25.68,-2.05504393669291
0.8,1.05,1.75,2,25.69,-2.04570928036971
0.8,1.05,1.75,2,25.7,-2.03658233679188
0.8,1.05,1.75,2,25.71,-2.02766216692544
0.8,1.05,1.75,2,25.72,-2.01894754393256
0.8,1.05,1.75,2,25.73,-2.01043697774901
0.8,1.05,1.75,2,25.74,-2.00212873872633
0.8,1.05,1.75,2,25.75,-1.99402088029318
0.8,1.05,1.75,2,25.76,-1.98611126060232
0.8,1.05,1.75,2,25.77,-1.97839756314115
0.8,1.05,1.75,2,25.78,-1.97087731629346
0.8,1.05,1.75,2,25.79,-1.96354791184915
0.8,1.05,1.75,2,25.8,-1.95640662246609
0.8,1.05,1.75,2,25.81,-1.9494506180956
0.8,1.05,1.75,2,25.82,-1.94267698138814
0.8,1.05,1.75,2,25.83,-1.93608272210149
0.8,1.05,1.75,2,25.84,-1.92966479053717
0.8,1.05,1.75,2,25.85,-1.92342009003471
0.8,1.05,1.75,2,25.86,-1.91734548855573
0.8,1.05,1.75,2,25.87,-1.91143782939231
0.8,1.05,1.75,2,25.88,-1.90569394103517
0.8,1.05,1.75,2,25.89,-1.9001106462388
0.8,1.05,1.75,2,25.9,-1.89468477032091
0.8,1.05,1.75,2,25.91,-1.88941314873423
0.8,1.05,1.75,2,25.92,-1.88429263394817
0.8,1.05,1.75,2,25.93,-1.87932010167825
0.8,1.05,1.75,2,25.94,-1.87449245649979
0.8,1.05,1.75,2,25.95,-1.86980663688249
0.8,1.05,1.75,2,25.96,-1.8652596196809
0.8,1.05,1.75,2,25.97,-1.86084842411527
0.8,1.05,1.75,2,25.98,-1.8565701152758
0.8,1.05,1.75,2,25.99,-1.85242180718223
0.8,1.05,1.75,2,26,-1.84840066542951
0.8,1.05,1.75,2,26.01,-1.84450390944877
0.8,1.05,1.75,2,26.02,-1.84072881441166
0.8,1.05,1.75,2,26.03,-1.83707271280474
0.8,1.05,1.75,2,26.04,-1.83353299569914
0.8,1.05,1.75,2,26.05,-1.83010711373967
0.8,1.05,1.75,2,26.06,-1.82679257787577
0.8,1.05,1.75,2,26.07,-1.82358695985607
0.8,1.05,1.75,2,26.08,-1.82048789250641
0.8,1.05,1.75,2,26.09,-1.81749306981047
0.8,1.05,1.75,2,26.1,-1.81460024681078
0.8,1.05,1.75,2,26.11,-1.81180723934672
0.8,1.05,1.75,2,26.12,-1.80911192364525
0.8,1.05,1.75,2,26.13,-1.80651223577888
0.8,1.05,1.75,2,26.14,-1.80400617100452
0.8,1.05,1.75,2,26.15,-1.80159178299593
0.8,1.05,1.75,2,26.16,-1.79926718298164
0.8,1.05,1.75,2,26.17,-1.79703053879915
0.8,1.05,1.75,2,26.18,-1.79488007387588
0.8,1.05,1.75,2,26.19,-1.79281406614614
0.8,1.05,1.75,2,26.2,-1.79083084691295
0.8,1.05,1.75,2,26.21,-1.78892879966283
0.8,1.05,1.75,2,26.22,-1.78710635884115
0.8,1.05,1.75,2,26.23,-1.78536200859477
0.8,1.05,1.75,2,26.24,-1.78369428148851
0.8,1.05,1.75,2,26.25,-1.78210175720134
0.8,1.05,1.75,2,26.26,-1.78058306120761
0.8,1.05,1.75,2,26.27,-1.77913686344829
0.8,1.05,1.75,2,26.28,-1.77776187699683
0.8,1.05,1.75,2,26.29,-1.77645685672385
0.8,1.05,1.75,2,26.3,-1.77522059796427
0.8,1.05,1.75,2,26.31,-1.77405193519061
0.8,1.05,1.75,2,26.32,-1.77294974069541
0.8,1.05,1.75,2,26.33,-1.77191292328577
0.8,1.05,1.75,2,26.34,-1.77094042699253
0.8,1.05,1.75,2,26.35,-1.77003122979648
0.8,1.05,1.75,2,26.36,-1.76918434237373
0.8,1.05,1.75,2,26.37,-1.76839880686203
0.8,1.05,1.75,2,26.38,-1.76767369564981
0.8,1.05,1.75,2,26.39,-1.76700811018949
0.8,1.05,1.75,2,26.4,-1.76640117983614
0.8,1.05,1.75,2,26.41,-1.76585206071303
0.8,1.05,1.75,2,26.42,-1.76535993460457
0.8,1.05,1.75,2,26.43,-1.76492400787802
0.8,1.05,1.75,2,26.44,-1.76454351043425
0.8,1.05,1.75,2,26.45,-1.76421769468842
0.8,1.05,1.75,2,26.46,-1.76394583458088
0.8,1.05,1.75,2,26.47,-1.76372722461888
0.8,1.05,1.75,2,26.48,-1.76356117894902
0.8,1.05,1.75,2,26.49,-1.763447030461
0.8,1.05,1.75,2,26.5,-1.76338412992245
0.8,1.05,1.75,2,26.51,-1.76337184514495
0.8,1.05,1.75,2,26.52,-1.76340956018128
0.8,1.05,1.75,2,26.53,-1.76349667455351
0.8,1.05,1.75,2,26.54,-1.76363260251197
0.8,1.05,1.75,2,26.55,-1.76381677232465
0.8,1.05,1.75,2,26.56,-1.7640486255968
0.8,1.05,1.75,2,26.57,-1.76432761662035
0.8,1.05,1.75,2,26.58,-1.76465321175263
0.8,1.05,1.75,2,26.59,-1.76502488882407
0.8,1.05,1.75,2,26.6,-1.76544213657422
0.8,1.05,1.75,2,26.61,-1.76590445411566
0.8,1.05,1.75,2,26.62,-1.76641135042511
0.8,1.05,1.75,2,26.63,-1.76696234386134
0.8,1.05,1.75,2,26.64,-1.76755696170887
0.8,1.05,1.75,2,26.65,-1.76819473974729
0.8,1.05,1.75,2,26.66,-1.76887522184504
0.8,1.05,1.75,2,26.67,-1.7695979595773
0.8,1.05,1.75,2,26.68,-1.77036251186715
0.8,1.05,1.75,2,26.69,-1.77116844464918
0.8,1.05,1.75,2,26.7,-1.77201533055506
0.8,1.05,1.75,2,26.71,-1.77290274862002
0.8,1.05,1.75,2,26.72,-1.77383028400979
0.8,1.05,1.75,2,26.73,-1.77479752776698
0.8,1.05,1.75,2,26.74,-1.77580407657638
0.8,1.05,1.75,2,26.75,-1.77684953254828
0.8,1.05,1.75,2,26.76,-1.77793350301902
0.8,1.05,1.75,2,26.77,-1.77905560036826
0.8,1.05,1.75,2,26.78,-1.7802154418519
0.8,1.05,1.75,2,26.79,-1.78141264945023
0.8,1.05,1.75,2,26.8,-1.78264684973029
0.8,1.05,1.75,2,26.81,-1.78391767372198
0.8,1.05,1.75,2,26.82,-1.78522475680708
0.8,1.05,1.75,2,26.83,-1.78656773862048
0.8,1.05,1.75,2,26.84,-1.78794626296296
0.8,1.05,1.75,2,26.85,-1.78935997772495
0.8,1.05,1.75,2,26.86,-1.7908085348204
0.8,1.05,1.75,2,26.87,-1.7922915901304
0.8,1.05,1.75,2,26.88,-1.79380880345569
0.8,1.05,1.75,2,26.89,-1.79535983847757
0.8,1.05,1.75,2,26.9,-1.79694436272668
0.8,1.05,1.75,2,26.91,-1.79856204755897
0.8,1.05,1.75,2,26.92,-1.80021256813836
0.8,1.05,1.75,2,26.93,-1.80189560342558
0.8,1.05,1.75,2,26.94,-1.80361083617271
0.8,1.05,1.75,2,26.95,-1.80535795292283
0.8,1.05,1.75,2,26.96,-1.80713664401441
0.8,1.05,1.75,2,26.97,-1.80894660358995
0.8,1.05,1.75,2,26.98,-1.81078752960842
0.8,1.05,1.75,2,26.99,-1.81265912386117
0.8,1.05,1.75,2,27,-1.81456109199078
0.8,1.05,1.75,2,27.01,-1.81649314351266
0.8,1.05,1.75,2,27.02,-1.81845499183885
0.8,1.05,1.75,2,27.03,-1.82044635430385
0.8,1.05,1.75,2,27.04,-1.82246695219209
0.8,1.05,1.75,2,27.05,-1.82451651076674
0.8,1.05,1.75,2,27.06,-1.82659475929955
0.8,1.05,1.75,2,27.07,-1.82870143110161
0.8,1.05,1.75,2,27.08,-1.83083626355458
0.8,1.05,1.75,2,27.09,-1.83299899814227
0.8,1.05,1.75,2,27.1,-1.83518938048235
0.8,1.05,1.75,2,27.11,-1.83740716035806
0.8,1.05,1.75,2,27.12,-1.83965209174952
0.8,1.05,1.75,2,27.13,-1.84192393286473
0.8,1.05,1.75,2,27.14,-1.84422244616997
0.8,1.05,1.75,2,27.15,-1.84654739841946
0.8,1.05,1.75,2,27.16,-1.8488985606842
0.8,1.05,1.75,2,27.17,-1.85127570837983
0.8,1.05,1.75,2,27.18,-1.85367862129349
0.8,1.05,1.75,2,27.19,-1.85610708360943
0.8,1.05,1.75,2,27.2,-1.8585608839335
0.8,1.05,1.75,2,27.21,-1.86103981531627
0.8,1.05,1.75,2,27.22,-1.86354367527481
0.8,1.05,1.75,2,27.23,-1.86607226581311
0.8,1.05,1.75,2,27.24,-1.86862539344093
0.8,1.05,1.75,2,27.25,-1.87120286919132
0.8,1.05,1.75,2,27.26,-1.87380450863652
0.8,1.05,1.75,2,27.27,-1.8764301319024
0.8,1.05,1.75,2,27.28,-1.87907956368131
0.8,1.05,1.75,2,27.29,-1.88175263324343
0.8,1.05,1.75,2,27.3,-1.88444917444658
0.8,1.05,1.75,2,27.31,-1.88716902574447
0.8,1.05,1.75,2,27.32,-1.88991203019348
0.8,1.05,1.75,2,27.33,-1.89267803545786
0.8,1.05,1.75,2,27.34,-1.89546689381355
0.8,1.05,1.75,2,27.35,-1.89827846215045
0.8,1.05,1.75,2,27.36,-1.90111260197334
0.8,1.05,1.75,2,27.37,-1.90396917940136
0.8,1.05,1.75,2,27.38,-1.90684806516613
0.8,1.05,1.75,2,27.39,-1.90974913460861
0.8,1.05,1.75,2,27.4,-1.91267226767462
